rating, material, time_in_seconds
30, G6Toweltrain9, 7.119678
85, G4CherryTreetrain4, 19.18295
80, G4Teaktest1, 7.498045
20, G8GlitterPaperVersion1train7, 5.465392
10, G9RedVelvettrain6, 6.188258
65, G4WoodenPapertest4, 6.211453
80, G4CompressedWoodVersion1test1, 4.229928
70, G4Teaktrain3, 6.41558
9, G9TextileVersion4train8, 5.22342
75, G1ProfiledAluminumPlatetrain5, 5.862331
5, G8PlayingCardPapertrain9, 10.743347
25, G3Coppertest1, 8.772546
85, G4Teaktest7, 11.688252
50, G2Bricktest6, 13.36542
65, G9Jeanstrain6, 11.542802
50, G4LaminatedWoodtrain7, 12.498517
60, G4ProfiledWoodPlatetest2, 10.043521
20, G9RedFleezetest2, 8.032162
60, G6Carpettest1, 12.439893
110, G1ProfiledAluminumPlatetest1, 9.623767
25, G8GlitterPaperVersion1train5, 4.346445
80, G4Larchtest4, 5.836527
20, G8RoughPapertest7, 10.006282
30, G2CrushedRocktrain4, 6.100608
90, G4Teaktest6, 6.236528
95, G4CompressedWoodVersion1train1, 6.207273
20, G8GlitterPaperVersion1test7, 4.612667
15, G3StainlessSteeltest1, 7.864306
20, G8GlitterPaperVersion1test6, 5.632369
60, G2CrushedRocktest5, 6.67763
30, G2Bricktest4, 6.065704
120, G2StoneTileVersion2train1, 6.58139
30, G8GlitterPaperVersion2test1, 4.553638
110, G2StoneTileVersion1train3, 4.588998
80, G4CompressedWoodVersion1test5, 11.797445
75, G4Teaktrain4, 8.709299
80, G4ProfiledWoodPlatetest6, 8.812267
85, G4CompressedWoodVersion1train7, 6.547272
45, G9TextileVersion3test3, 5.978786
115, G2StoneTileVersion1train8, 9.563609
120, G2StoneTileVersion2test5, 5.122109
45, G2StoneTileVersion3train3, 7.593542
30, G2Bricktrain9, 6.875997
70, G4Larchtest5, 6.892203
35, G9GreenVelvettrain6, 101.784816
45, G3StainlessSteeltest2, 7.279216
20, G9RedFleezetest3, 11.185141
35, G9GreenVelvettrain9, 374.943852
82, G2StoneTileVersion3test7, 11.984356
35, G3StainlessSteeltrain4, 7.979191
20, G8Papertest1, 381.242458
50, G6Carpettrain2, 17.303167
35, G9RedFleezetrain8, 420.567034
90, G4Teaktest3, 7.907778
50, G2Marbletrain1, 7.651178
35, G3Coppertrain5, 4.532553
80, G4Larchtrain7, 4.872504
5, G8PlayingCardPapertrain3, 4.108445
65, G9TextileVersion3train6, 6.935001
100, G2StoneTileVersion2train9, 4.537374
100, G2StoneTileVersion2train7, 3.909817
70, G9TextileVersion3train8, 6.111834
25, G3Brasstest4, 13.627296
75, G8GlitterPaperVersion1train9, 15.558994
30, G3AluminumPlatetrain1, 6.263488
20, G9RedFleezetrain1, 4.411343
25, G2Bricktest2, 6.050649
55, G2StoneTileVersion3test1, 3.961134
35, G3Brasstrain9, 5.2851
25, G9RedFleezetest6, 19.790355
80, G4Bambootest6, 9.460794
20, G8Papertest7, 8.031301
80, G4CompressedWoodVersion1train5, 6.861316
70, G2StoneTileVersion3test6, 9.413422
30, G3StainlessSteeltrain6, 5.912263
40, G8Papertrain9, 7.885588
30, G9GreenVelvettrain8, 7.861494
50, G4LaminatedWoodtrain2, 12.955863
80, G4WoodenPapertest1, 55.673722
20, G3Brasstrain8, 4.547749
55, G9TextileVersion4train4, 4.706307
30, G9RedVelvettrain4, 7.851625
80, G4Larchtest6, 3.96713
20, G8RoughPapertest4, 5.995826
50, G4WoodenPapertrain6, 7.875899
20, G8Papertest3, 67381.641907
50, G2Marbletrain5, 239.461012
15, G9RedFleezetrain2, 7.840892
15, G9RedFleezetest4, 4.286111
35, G9TextileVersion4train5, 5.603638
65, G4LaminatedWoodtest2, 8.123624
20, G9GreenVelvettrain5, 106.040552
85, G4Teaktrain5, 5.622605
95, G4ProfiledWoodPlatetrain6, 10.011328
20, G9RedFleezetrain4, 5.151362
5, G8RoughPapertrain7, 6.857515
50, G4LaminatedWoodtrain1, 5.986171
30, G3AluminumPlatetest5, 9.73763
50, G9TextileVersion3train1, 10.163583
50, G9RedVelvettest6, 20.020016
30, G2Bricktest7, 7.176981
75, G4Larchtrain2, 15.017313
65, G8GlitterPaperVersion2train4, 6.73012
20, G9RedFleezetrain5, 4.718751
5, G8RoughPapertest2, 7.372604
65, G8GlitterPaperVersion1train2, 5.332086
30, G9GreenVelvettrain4, 8.532511
